hgnc_symbol	affy_hg_u133a_2
DAG1	212128_s_at
DAG1	
TRIM51CP	
SERBP1P3	
RFT1	
TRIM53CP	
TRIM49B	221154_at
MAPRE3-AS1	
TRIM64C	
RCC1	206499_s_at
RCC1	215747_s_at
RCC1	
TMEM214	
TMEM214	217899_at
UBTFL7	
POLA2	204441_s_at
POLA2	
ARID2	
PRKCD	
PRKCD	202545_at
	214014_at
	209850_s_at
CDC42EP2	214014_at
CDC42EP2	209850_s_at
CDC42EP2	
DPF2	
DPF2	202116_at
AGBL5	
AGBL5	218480_at
RN7SL246P	
KNOP1P2	
DDN-AS1	
LMBR1L	220036_s_at
LMBR1L	
AGBL5-AS1	
AGBL5-IT1	
OST4	
SLC25A45	
C1orf109	218712_at
C1orf109	
EMILIN1	204163_at
HTR1D	207368_at
HMGN3P1	
CRNN	220090_at
KHK	211028_s_at
KHK	205175_s_at
KHK	
LCE5A	
CRCT1	220620_at
LCE3E	
LCE3D	
TEKT2	210323_at
FRMD8	
ADPRS	
COL8A2	52651_at
COL8A2	221900_at
COL8A2	
CGREF1	
CGREF1	205937_at
TRAPPC3	203512_at
TRAPPC3	203511_s_at
TRAPPC3	
CCR8	208059_at
HNRNPA1P21	
EEF1A1P24	
SLC25A38	217961_at
SLC25A38	
MAP7D1	
MAP7D1	217943_s_at
ABHD1	
PKP2	207717_s_at
PKP2	214154_s_at
PKP2	
	214657_s_at
RELA	201783_s_at
RELA	209878_s_at
RELA	
PRSS45P	
TTC21A	
PREB	217861_s_at
PREB	
PRR30	
TCF23	
RN7SL131P	
UBE2V2P4	
ZNF362	
ZNF362	214915_at
SLC5A6	204087_s_at
SLC5A6	
OS9	200714_x_at
OS9	215399_s_at
OS9	
A3GALT2	
MIR6822	
CSRNP1	
MIR3605	
RN7SKP16	
PHC2-AS1	
SLC35E2A	
SLC35E2A	215169_at
RN7SL44P	
S100A6	217728_at
S100A6	
XIRP1	
S100A4	203186_s_at
DSTNP4	
CX3CR1	205898_at
CX3CR1	
GALNT15	
S100A3	206027_at
S100A2	204268_at
S100A16	
S100A14	218677_at
CAD	202715_at
CAD	
DPH3	
S100A13	202598_at
OXNAD1	
	202598_at
S100A1	205334_at
CHTOP	209927_s_at
CHTOP	202559_x_at
CHTOP	202560_s_at
RPL23AP41	
SLC25A36	201919_at
SLC25A36	201917_s_at
SLC25A36	201918_at
SLC25A36	
SNAPIN	
SH3D21	220193_at
SH3D21	
SLC30A3	207035_at
SLC30A3	
ALG1L8P	
STK40	
FAM86C2P	
RPL32P3	
DNAJC5G	
ENPP7P7	
LINC02754	
RNU6-46P	
RPS3AP40	
OR7E1P	
TRIM54	
ALDH3B1	211004_s_at
ALDH3B1	205640_at
ALDH3B1	
IFT122	220744_s_at
IFT122	
UCN	206072_at
LSM10	
MPV17	203466_at
MPV17	
MPV17	212429_s_at
MPV17	204366_s_at
RNU4-27P	
OSCP1	
NDUFS8	203189_s_at
NDUFS8	203190_at
RPL7P6	212042_x_at
RPL7P6	200717_x_at
BORCS8P1	
RN7SL459P	
RN7SL67P	
PDCD5P1	
RNU6-254P	
EEF1A1P4	
SNORA63C	
MRPS15	221437_s_at
MRPS15	
LINC02963	
EVA1B	221710_x_at
EVA1B	220134_x_at
MIR7113	203189_s_at
MIR4691	
PHC2	200919_at
PHC2	
MIR6753	
	204158_s_at
RMST	
CHKA	204266_s_at
CHKA	204233_s_at
CHKA	
SCN1A-AS1	
CHKA-DT	
SCN9A	206950_at
SCN9A	
C11orf24	52164_at
C11orf24	218299_at
C11orf24	
LRP5	209468_at
LRP5	
ASCL5	
LINC02816	
KIAA1614	215367_at
KIAA1614	
ZNF84-DT	
LINC00944	
KIAA1614-AS1	
STX6	212800_at
STX6	212799_at
STX6	214441_at
STX6	
RNU4-56P	
RN7SL411P	
EIF1B	201738_at
OVCH1-AS1	
PAFAH1B2P2	
PGAM1P3	
ENTPD3	206191_at
ENTPD3	
NDUFA3P2	
LINC01732	
LINC02471	
APLP2	208248_x_at
APLP2	208704_x_at
APLP2	211404_s_at
APLP2	208702_x_at
APLP2	208703_s_at
APLP2	214875_x_at
APLP2	
MR1	210224_at
MR1	210223_s_at
MR1	207566_at
MR1	207565_s_at
MR1	210528_at
MR1	
LINC02470	
TMED5	202194_at
TMED5	202195_s_at
TMED5	
ATRAID	219329_s_at
ATRAID	
BTG1-DT	
POC1B-AS1	
RPL14	213588_x_at
RPL14	200074_s_at
RPL14	
CCDC18-AS1	
LINC02822	
DDX11-AS1	
TMEM237	
HNF1A-AS1	
PRANCR	
ZNF619	
LINC00939	216209_at
LINC00939	
TBX5-AS1	
LINC02371	
ZNF620	
LINC00938	
ARL6IP6	
LINC02453	
CCDC18	
RNU5B-2P	
ZNF621	
	221973_at
IGKV1OR2-9	
IGKV2OR2-10	
IGKV2OR2-7D	
IGKV3OR2-5	
IGKV1OR2-6	
IGKV2OR2-7	
IGKV2OR2-8	
IGKV1OR2-11	
LINC02969	221973_at
LINC02969	
RPL5P10	
EEF1GP3	
TMEM263-DT	
HMGN2P24	
MAPKAPK5-AS1	212868_x_at
MAPKAPK5-AS1	64432_at
MAPKAPK5-AS1	219817_at
MAPKAPK5-AS1	
ZBTB44	
ZBTB44	220243_at
MRPS31P1	
UBTFL6	
COX5B	211025_x_at
COX5B	213735_s_at
COX5B	202343_x_at
MYG1-AS1	
CTNNB1	201533_at
CTNNB1	
ACTR1B	202135_s_at
ACTR1B	
LINC02384	
SBNO1-AS1	
TMEM269	
PARP11-AS1	
SVBP	
C2orf92	
NDUFAF2P2	
GORAB	
CD27-AS1	
DDX18P5	
RN7SL778P	
ADAMTS8	220677_s_at
ADAMTS8	220676_at
MIR3115	
MRE11	205395_s_at
MRE11	
MRE11	211334_at
RNU6-514P	
RNU6-135P	
LINC02446	
LHX5-AS1	
KDM1A	
KDM1A	212348_s_at
TNS2-AS1	
RNU4-8P	
ANKRD36B	214723_x_at
ANKRD36B	
LCE1B	
LCE1A	
LCE6A	
CLECL1	
SMCP	206406_at
GPAT2P1	
IVL	214599_at
LINC01234	
LINC01527	
SPRR4	
LINC00342	213703_at
LINC00342	221973_at
LINC00342	
SPRR3	218990_s_at
SPRR1B	205064_at
LINC00173	
SPRR2D	208539_x_at
CNPY2-AS1	
ZEB2	
ZEB2	203603_s_at
LINC02422	
SPRR2A	208539_x_at
PLEKHA8P1	220157_x_at
PLEKHA8P1	
SPRR2B	208539_x_at
SPRR2E	
MIR548L	
SPRR2F	
ANKRD49	
ANKRD49	219069_at
TMEM198B	
SPRR2C	220664_at
SPRR2G	
CADM3	213948_x_at
CADM3	221921_s_at
CADM3	211677_x_at
CADM3	
PXN-AS1	
RNA5SP60	
CADM3-AS1	217442_at
CADM3-AS1	
LINC01405	
ACKR1	208335_s_at
USP30-AS1	
LINC02381	
FAM66C	
OR10J4	
TRIM51G	
GPR137	43934_at
GPR137	219430_at
GPR137	221966_at
OR10J1	221346_at
LINC02819	
FCER1A	211734_s_at
NRAV	
RPAP3-DT	
PCED1B-AS1	
MYOM3	
ALKBH8	
DDX23	40465_at
DDX23	201440_at
DDX23	
TCIRG1	204158_s_at
TCIRG1	
ANKRD36C	
ANKRD36C	214723_x_at
MYOM3-AS1	
IL22RA1	220056_at
IFNLR1	
PLEKHA5	220952_s_at
PLEKHA5	
ACMSD	
	213612_x_at
	201103_x_at
LINC02800	
GRHL3-AS1	
MIR5590	
ELF3	201510_at
ELF3	201003_x_at
ELF3	208270_s_at
ELF3	210827_s_at
ELF3	
CCNT2	213743_at
CCNT2	204645_at
CCNT2	214638_s_at
CCNT2	
TALAM1	
KCNJ5-AS1	
PRDM11	220571_at
PRDM11	
ZNF705EP	
CCDC90B	218288_s_at
CCDC90B	
MAP3K19	
MAP3K19	221180_at
NPEPPS	
NPEPPS	214107_x_at
NPEPPS	215090_x_at
NPEPPS	201454_s_at
NPEPPS	201455_s_at
	201510_at
	210827_s_at
CRIP1P3	
PTPRVP	
LGR6	
MIR200CHG	
EMG1	209233_at
EMG1	213615_at
EMG1	
CYCSP28	
PTPN7	204852_s_at
PTPN7	
PLEKHA7	
	209233_at
SNORA49	
RAB3GAP1	
RAB3GAP1	212932_at
RAB3GAP1	213531_s_at
RAB3GAP1	213530_at
ULK4	
PTPRJ	210173_at
PTPRJ	
SIPA1L2	
SNORA40B	
PCARE	
ZNF285CP	
FBLN7	
RN7SKP58	
ATP6V0E1P2	215576_at
RPL36P20	
GEMIN2P2	
TRAK1	202079_s_at
TRAK1	201283_s_at
TRAK1	202080_s_at
TRAK1	214924_s_at
TRAK1	
ZC3H8	
SRSF4	201696_at
SRSF4	
MIR3161	
OR4B1	
ZC3H6	
OR4B2P	
OR4X2	
OR4X1	
RABEP1	
RABEP1	203223_at
RABEP1	214552_s_at
NDUFB4P6	
EP400	212375_at
EP400	212376_s_at
EP400	
FERMT3	
SCN7A	207864_at
SCN7A	
MROH9	221182_at
MROH9	
FMO3	
FMO3	206496_at
FMO3	40665_at
MIR1295A	
MIR1295B	
FMO6P	215174_at
FMO6P	
PARD3B	
FMO2	
FMO2	211726_s_at
RPAIN	
RPAIN	216962_at
PEAR1	
DNM1L	203105_s_at
DNM1L	
STIM1	202764_at
STIM1	
ARHGEF11	202913_at
ARHGEF11	202914_s_at
ARHGEF11	
	214214_s_at
C1QBP	208910_s_at
C1QBP	214214_s_at
C1QBP	
TPMTP2	
RNU4-78P	
CCK	205827_at
CCK	
DHX33	
SALL4P6	
EIF4BP4	
LYZL4	
MTHFD2P1	
HNRNPKP4	200775_s_at
MIR8060	
RNU6-1094P	
RPL18AP8	
RCC2P5	
CDV3P1	
TOMT	
EPHA6	
OR52E8	
TRIM22	213293_s_at
TRIM22	
DHX33-DT	
DERL2	218333_at
DERL2	
CRYBG3	214030_at
CRYBG3	
MIS12	
MIS12	221559_s_at
RSF1-IT1	
AAMDC	221600_s_at
AAMDC	221599_at
AAMDC	
NUP88	202900_s_at
NUP88	214192_at
NUP88	
RIOX2	213189_at
RIOX2	213188_s_at
RIOX2	
IGF2	202409_at
IGF2	210881_s_at
IGF2	202410_x_at
IGF2	
OR5AC1	
OR5AC2	
SMU1P1	
OR5H2	
OR5K4	
KRT8P45	
OR5K3	
UBFD1P1	
ETV3L	
SLC6A1	205152_at
SLC6A1	
ATP5POP1	
ETV3	214480_at
ETV3	
	202409_at
	210881_s_at
	202410_x_at
CYCSP52	
LINC01641	
CD81	200675_at
CD81	
NUCKS1P1	
AOX1	205082_s_at
AOX1	205083_at
AOX1	
BTF3P9	
RNA5SP42	
C1orf94	
CSMD2	
DHX40	
DHX40	218277_s_at
RIC3	220282_at
RIC3	
PTRH2	
PTRH2	218732_at
AOX3P	
CLTC	200614_at
CLTC	
AOX3P-AOX2P	
EVI5	209717_at
EVI5	208297_s_at
EVI5	
AOX2P	
UNC93B1	220998_s_at
UNC93B1	
RNU1-133P	
BZW1-AS1	
PMVK	203515_s_at
BZW1	
BZW1	200776_s_at
BZW1	200777_s_at
PBXIP1	214177_s_at
PBXIP1	212259_s_at
PBXIP1	207838_x_at
PBXIP1	
XNDC1N	
PYGO2	
PYGO2	201469_s_at
IL18BP	219021_at
IL18BP	219323_s_at
IL18BP	
SHC1	214853_s_at
SHC1	201469_s_at
SHC1	
CLIP4	219944_at
CLIP4	
WHSC1L2P	
STT3B	
SOST	
DUSP3	201536_at
DUSP3	201537_s_at
DUSP3	201538_s_at
DUSP3	
CFAP97D1	
MPP3	206186_at
MPP3	
OSBPL10	219073_s_at
OSBPL10	
ALDH3B2	204941_s_at
ALDH3B2	204942_s_at
ALDH3B2	
OR51C1P	
OR10D3	
OR4A15	
OOSP3	
TSGA10IP	
OSBPL10-AS1	
CD300LG	
ZNF587P1	
ZNF860	
RPL21P40	
OR56B2P	
NIFKP7	
OR5D3P	
GPD1L	
GPD1L	212510_at
OR1S2	
OR51B5	
CDRT4	
OR10S1	
TVP23C-CDRT4	
ME3	204663_at
ME3	
RPSAP11	
KRT18P15	
USP19	
USP19	214674_at
CKS1B	201897_s_at
TVP23C	
TVP23C	218446_s_at
MIR4258	
FLAD1	205661_s_at
FLAD1	212541_at
FLAD1	221115_s_at
BACE1-AS	
NEAT1	214657_s_at
NEAT1	220983_s_at
NEAT1	
RASSF10	
RPL9P2	
PPIAP53	
CXCR1	207094_at
PACSIN3	218744_s_at
PACSIN3	
HMGB1P9	
ZBTB7B	205853_at
ZBTB7B	
ARPC2	
ARPC2	207988_s_at
ARPC2	208679_s_at
ARPC2	213513_x_at
DCST2	
MIR6745	
DCST1	
DDB2	
DDB2	203409_at
CD200R1L-AS1	
CD200R1L	
DCST1-AS1	
GPBAR1	
CD200R1	
ADAM15	
ADAM15	217007_s_at
AAMP	201511_at
AAMP	
ACP2	202767_at
ACP2	
GTPBP8	221046_s_at
GTPBP8	
TMBIM1	217730_at
TMBIM1	
NEPRO	
LINC02044	
VPS26AP1	
ZDHHC23	
NR1H3	
NR1H3	203920_at
CCDC191	
MIR6513	
CATIP-AS2	
MIR6810	
RPL19P5	
SLC11A1	210422_x_at
SLC11A1	210423_s_at
SLC11A1	217473_x_at
SLC11A1	217507_at
SLC11A1	
CHD3	208806_at
CHD3	208807_s_at
CHD3	
QTRT2	
QTRT2	219178_at
CTDSP1	
CTDSP1	217844_at
DRD3	211625_s_at
DRD3	214559_at
MIR26B	
VIL1	
VIL1	205506_at
TMCC1	213351_s_at
TMCC1	213349_at
TMCC1	213352_at
TMCC1	
MADD-AS1	
RNY3P13	
TMCC1-DT	
PNKD	
ARFGAP2	211975_at
ARFGAP2	
TRH	206622_at
H1-9P	
TSPOAP1-AS1	
OR7E129P	
OR7E21P	
EVA1CP6	
ALG1L2	
LRRC37A4P	
LINC02014	
LINC02021	
ENPP7P3	
SNRPCP8	
TRPC1	205802_at
TRPC1	205803_s_at
TRPC1	211602_s_at
TRPC1	
CATIP	
NFE2L1-DT	
WFDC21P	
B3GALT1	220829_s_at
RNU7-148P	
CTAGE14P	
B3GALT1-AS1	
MTMR11	205076_s_at
MTMR11	
SNRPEP11	
RPSA	
RPSA	213801_x_at
TGOLN2	203834_s_at
TGOLN2	212043_at
TGOLN2	212040_at
TGOLN2	203833_s_at
APPBP2-DT	
TBX2-AS1	
LINC00511	
PEBP1P2	205353_s_at
RETSAT	218124_at
RETSAT	205353_s_at
RETSAT	
CBL	
CBL	206607_at
OTUD7B	220031_at
OTUD7B	
ELMOD3	
TNK2	203839_s_at
TNK2	203838_s_at
TNK2	
TNK2	216439_at
RPL6P31	
LINC01632	
KMT2CP1	
FAM72D	
LINC01145	
SLC3A2	200924_s_at
SLC3A2	
ANKRD35	
ITGA10	206766_at
ITGA10	
	221740_x_at
TIRAP	
COX10-DT	
PEX11B	202658_at
LIX1L-AS1	
EFCAB15P	
TIRAP-AS1	
AOC4P	216601_at
AOC4P	
LIX1L	
KMT5B	218242_s_at
KMT5B	
MIR142HG	
ANKRD34A	
LINC00674	
CCDC144NL	
POLR3GL	
LINC01978	
LINC00482	
TXNIP	201010_s_at
TXNIP	201008_s_at
TXNIP	201009_s_at
TXNIP	
CAPG	
CAPG	201850_at
LINC02693	
HJV	
RNVU1-6	
NBPF10	213612_x_at
NBPF10	201104_x_at
NBPF10	214693_x_at
NBPF10	201103_x_at
NBPF10	215434_x_at
NBPF10	214722_at
MIR129-2	
HSD17B12	
HSD17B12	217869_at
SOCS3-DT	
LINC01497	
TFRC	
TFRC	208691_at
TFRC	207332_s_at
ASB16-AS1	
ZNF594-DT	
CCDC144CP	
RPL23AP63	
PHB1P2	
C11orf96	
ALOX12P2	214340_at
ALOX12P2	
NUP98	
NUP98	203194_s_at
NUP98	203195_s_at
NUP98	210793_s_at
MLF1	204784_s_at
MLF1	204783_at
MLF1	
RPSAP22	
MAT2A	
MAT2A	200769_s_at
MAT2A	200768_s_at
VAMP8	202546_at
RNU6-1071P	
NUDT4P2	206302_s_at
NUDT4P2	206303_s_at
TEX46	
VAMP5	204929_s_at
RNU6-723P	
RNU4-61P	
AGBL4	
RNF181	
BEND5	219670_at
BEND5	
TMEM150A	
HEATR6-DT	
NPEPPSP1	214107_x_at
NPEPPSP1	215090_x_at
NPEPPSP1	
AGBL4-AS1	
AGBL4-IT1	
ZNF859P	
	220871_at
MTND2P29	
C1orf185	
HSD17B1-AS1	
ROR1	205805_s_at
ROR1	211057_at
ROR1	
LINC00910	
CFL1P3	
PFN1P1	
RPL4P3	
VAMP4	207350_s_at
VAMP4	213480_at
VAMP4	211760_s_at
USP39	
USP39	217829_s_at
GFM1	
GFM1	220903_at
	217247_at
RNA5SP529	
DRD5P2	
KMT2CP2	
SNHG25	
CCDC144B	
RNVU1-15	
PFN1P6	
RNVU1-28	
CFAP74	215788_at
CFAP74	
CFAP74	216807_at
LXN	
LXN	218729_at
NOTCH2NLC	214722_at
NOTCH2NLC	
NARF-AS2	
MIR4424	
RALGPS2-AS1	
SNHG16	
RALGPS2	220338_at
RALGPS2	
TRNT1	
PTPN2P1	
ANGPTL1	
C2orf68	221878_at
C2orf68	65472_at
C2orf68	
EFCAB13-DT	
KCNJ2-AS1	
TRIM16L	204341_at
TRIM16L	
FHAD1	
SFTPB	213936_x_at
SFTPB	37004_at
SFTPB	209810_at
SFTPB	214354_x_at
SFTPB	
BTD	204167_at
BTD	214117_s_at
BTD	214116_at
BTD	
GNLY	37145_at
GNLY	205495_s_at
GNLY	
SNHG30	
PLEKHM1P1	
PLEKHM1P1	212700_x_at
PLEKHM1P1	216200_at
GPR160P1	
SLC38A11	
MRPL45P2	
MRPS25	
SP2-DT	
EIF4G3	201936_s_at
EIF4G3	201935_s_at
EIF4G3	
LINC01563	
SH2D6	
ZNF232-AS1	
HEXIM2-AS1	214188_at
HEXIM2-AS1	
LINC01476	
RBSN	
MIR5001	
RN7SL359P	
EIF4E2	209393_s_at
EIF4E2	
EIF4E2	213571_s_at
EIF4E2	213570_at
SNHG29	
TTC14	
CCDC15-DT	
PIWIL4-AS1	
LINC02763	
LINC02747	
RNU6-997P	
CHAC2	
MIR3682	
GPR75	220481_at
PSME4	212219_at
PSME4	212222_at
PSME4	212220_at
PSME4	
ZNRD2-DT	
CCDC39	
UVRAG-DT	
LINC02723	
LINC02151	
ESAM-AS1	
CCDC39-AS1	
RN7SL229P	
FLYWCH1P1	
RPL32P10	
DNAJC19	
HNRNPKP3	
GATD1-DT	
AMZ2P1	
MPPED2-AS1	
RNU6-4P	
FAUP2	
FXR1	201635_s_at
FXR1	201636_at
FXR1	201637_s_at
FXR1	
	214871_x_at
KRT223P	
KRT10-AS1	
MALAT1	
CD300H	
ERLEC1	
LINC02489	
FAM86C1P	220353_at
FAM86C1P	65585_at
FAM86C1P	
ZBTB44-DT	
MIR4430	
RASGRP3	205801_s_at
RASGRP3	
LINC02739	
KCTD21-AS1	
SYT9-AS1	
HHLA2	
HHLA2	220812_s_at
SEPTIN7P11	214381_at
SEPTIN7P11	
FAM98A	
FAM98A	212333_at
RPLP0P2	
CLDN18	214135_at
CLDN18	221132_at
CLDN18	221133_s_at
WT1-AS	
WT1-AS	206954_at
ATP6V0E1P3	
HNRNPA1P61	
MYADML	
RN7SL113P	
RN7SL251P	
RN7SL126P	
DOC2GP	
DZIP1L	
GGCX	205351_at
GGCX	214006_s_at
GGCX	213705_at
GGCX	
GGCX	214005_at
KRT8P36	
A4GNT	221131_at
DBR1	219149_x_at
DBR1	
ARMC8	203486_s_at
ARMC8	203487_s_at
ARMC8	
ARMC8	219094_at
ITPKB	203723_at
ITPKB	
DPP3-DT	
S100A11	200660_at
LNCRNA-IUR	
SPTLC1P4	
TCHHL1	
PUDPP2	
RPTN	
LINC02962	
HRNR	
LUZP1	221832_s_at
LUZP1	221831_at
LUZP1	
LINC02953	
EMSY-DT	
NBPF15	213612_x_at
NBPF15	201104_x_at
NBPF15	201103_x_at
NBPF15	215434_x_at
NBPF15	
GSEC	
KLHL29	
KLHL29	220348_at
SNHG1	
RNVU1-14	
DHRS9	219799_s_at
DHRS9	
PFN1P3	
MINDY1	221856_s_at
MINDY1	
COBLL1	
COBLL1	203641_s_at
COBLL1	203642_s_at
COBLL1	215393_s_at
COBLL1	211032_at
PIGV	219238_at
PIGV	51146_at
PIGV	
TNS1	221748_s_at
TNS1	218864_at
TNS1	221747_at
TNS1	218863_s_at
TNS1	221246_x_at
TNS1	
NME9	
RN7SL165P	
ZDHHC18	212860_at
ZDHHC18	
LMCD1	
LMCD1	218574_s_at
LMCD1	220244_at
SFN	33322_i_at
SFN	33323_r_at
SFN	209260_at
GPN2	218799_at
GPN2	
GPATCH3	
GPATCH3	218895_at
SSUH2	206741_at
SSUH2	
NUDC	
NUDC	201173_x_at
NUDC	210574_s_at
NR0B2	206410_at
LINC02696	
RPL12P13	
RPL32P6	
OSTCP2	
TRNP1	
TENT5B	
LINC02552	
CATSPER4	
PPP1R14B-AS1	
CEP85	219611_s_at
CEP85	
GVINP1	220577_at
GVINP1	
OR7E122P	
CAV3	208204_s_at
CAV3	
MIR100HG	
OXTR	206825_at
OXTR	
TOP2B	211987_at
TOP2B	
LIN28A	219823_at
DHDDS-AS1	
HMGN2	208668_x_at
HMGN2	
UBXN11	
LINC02762	
IL18RAP	207072_at
IL18RAP	
OR52K3P	
NTM-AS1	
TTC12-DT	
LINC02714	
FZD4-DT	
SBF2-AS1	
FKBP7	
RELA-DT	
PPP1R15B	
RAB30-DT	
SLC25A3P1	
DMRTB1	
ITGA6	
ITGA6	215177_s_at
ITGA6	201656_at
GLIS1	
SENCR	
RNU7-95P	
NDC1	218073_s_at
NDC1	
ZBED5-AS1	
TIGD3	
CASP12	
CASP4LP	
RGS7	
RGS7	206290_s_at
RN7SKP151	
BTBD10	
MYD88	209124_at
MYD88	
CROCC2	
PTH	206977_at
PLEKHB2	201411_s_at
PLEKHB2	201410_at
PLEKHB2	
HMGN2P36	
FAR1	
CNR2	206586_at
BTBD6P1	
MIR378F	
H3P1	
PNRC2	217779_s_at
PNRC2	
SRSF10	206095_s_at
SRSF10	210178_x_at
SRSF10	204299_at
SRSF10	213594_x_at
SRSF10	
FAR1-IT1	
RPL39P26	
CENPUP1	
LINC02548	
LINC02545	
RNA5SP331	
LINC02683	
GOLGB1	201057_s_at
GOLGB1	201056_at
GOLGB1	
GRHL3	
CHPF	202175_at
CHPF	
CYS1	
RAD51AP2	
ST6GAL2	
METTL13	212407_at
METTL13	212405_s_at
METTL13	206468_s_at
METTL13	
FTCDNL1	
ANO7	
DNM3	
DNM3	209839_at
MROH2A	
LIMS3	
LIMS3	212687_at
RN7SL145P	
MAIP1	219176_at
MAIP1	
LZTFL1	218437_s_at
LZTFL1	
DTNB	214253_s_at
DTNB	
DTNB	215295_at
DNM3-IT1	
DNM3OS	
MIR214	
MIR3120	
MIR199A2	
RNU6-157P	
PIGC	
PIGC	215242_at
PIGC	216593_s_at
PIGC	202846_s_at
C1orf105	214357_at
C1orf105	
TATDN2	203648_at
TATDN2	
RN7SKP55	
RNU6-947P	
RNU6-1089P	
RNU6-999P	
RNU1-132P	
KIF26B-AS1	
DNAJC19P8	
EFCAB2	211200_s_at
EFCAB2	
EFCAB2	207572_at
SEC61A1	
SEC61A1	217716_s_at
ABCA4	210082_at
ABCA4	
MDM4	205655_at
MDM4	
HAGLROS	
LINC01121	
EIF2AK3-DT	
LINC01614	
LINC01886	
LINC00299	
LINC01102	
RAF1	201244_s_at
RAF1	
ARID1A	207591_s_at
ARID1A	210649_s_at
ARID1A	212152_x_at
ARID1A	218917_s_at
ARID1A	
LINC00471	
MYOSLID	
FN1-DT	
LINC01833	
LINC02576	
GBX2-AS1	
ACTR3-AS1	
LAPTM4A-DT	
IDH1-AS1	
BOLA3-DT	
LINC01090	
LINC01877	
CAVIN2-AS1	
LINC01936	
	217580_x_at
LINC02478	
PDE11A-AS1	
API5P2	
SDHDP5	
RNU6-629P	
CYCTP	
RBM45	
RNU5E-9P	
PDE11A	221110_x_at
PDE11A	
WDR47	203855_at
WDR47	
NBPF1	201104_x_at
NBPF1	212854_x_at
NBPF1	215434_x_at
NBPF1	
PYCR2	
SLAMF1	206181_at
SLAMF1	
LINC01143	
VAX2	220443_s_at
VAX2	205473_at
VAX2	
NRDC	208709_s_at
NRDC	
ATP6V1B1	205473_at
ATP6V1B1	
ATP6V1B1-AS1	
ELOCP21	
RN7SL160P	
ANKRD53	
TEX261	212084_at
TEX261	212083_at
TEX261	
SPSB4	
BRD7P2	221776_s_at
SEC22A	
SEC22A	218703_at
OR7E91P	
OR7E46P	
OR7E62P	
NAGK	
NAGK	218231_at
ADCY5	
GSTM3	202554_s_at
FAF1	218080_x_at
FAF1	
MCEE	
SMPD4	207856_s_at
SMPD4	
LRRC3B	
PRRC2C	211946_s_at
PRRC2C	211948_x_at
PRRC2C	211944_at
PRRC2C	214055_x_at
PRRC2C	211947_s_at
PRRC2C	
TMPRSS7	
CHRD	221674_s_at
CHRD	211248_s_at
CHRD	
ESPN	
CHD1L	212539_at
CHD1L	207645_s_at
CHD1L	
UBE2D3P2	
RNU6-1301P	
UBE2FP1	
TCEA1P2	
RNA5SP129	
GOLGA4	
GOLGA4	201567_s_at
RNU6-137P	
HAAO	205657_at
HAAO	
FTOP1	
CHORDC1P1	
OXER1	
SLC8A1-AS1	
LINC01794	
SLC8A1	211805_s_at
SLC8A1	207053_at
SLC8A1	210804_x_at
SLC8A1	
RNU6-230P	
MIR5092	
DUTP1	207748_at
DNAJB6P7	
RNU6-232P	
FGD5-AS1	
RN7SL575P	
MAL	
MAL	204777_s_at
SATB1	203408_s_at
SATB1	
ZNF2	
SLC2AXP1	
PROM2	
ZNF148	203318_s_at
ZNF148	203319_s_at
ZNF148	
FABP7P2	
FAHD2A	218504_at
FAHD2A	222056_s_at
FAHD2A	
FAHD2A	222055_at
IL12A	207160_at
IL12A	
LRRC41	
LRRC41	201932_at
LRRC41	215765_at
GTF3C2	210620_s_at
GTF3C2	212429_s_at
GTF3C2	204366_s_at
GTF3C2	
CYP4B1	
CYP4B1	210096_at
XXYLT1	
XXYLT1-AS1	
MIR3137	
RN7SL36P	
RNU6-25P	
ACAP2	212476_at
ACAP2	
RN7SL832P	
ATP6V1C2	
ACAP2-IT1	
PPP1R2	202166_s_at
PPP1R2	202165_at
PPP1R2	
IGSF9	
RNU7-138P	
RNU6ATAC24P	
PDIA6	208638_at
PDIA6	207668_x_at
PDIA6	216640_s_at
PDIA6	208639_x_at
PDIA6	
RN7SL73P	
APOD	201525_at
APOD	
MUC20P1	
ARL6	
CABYRP1	
CACNA2D3	219714_s_at
CACNA2D3	
SRRM1	
SRRM1	201225_s_at
SRRM1	201224_s_at
RNU7-176P	
LINC01954	
RPS15P5	
ESRG	
CACNA2D3-AS1	
LRTM1	91580_at
LRTM1	221612_at
NOL10	
NOL10	218591_s_at
TARS2	221189_s_at
TARS2	
LINC02017	
CACNA1D	207998_s_at
CACNA1D	210108_at
CACNA1D	
GCC2	
GCC2	202832_at
TDRKH	
TDRKH	221053_s_at
TDRKH	221052_at
GCC2-AS1	
LIMS1-AS1	
RPL10P5	
CCDC138	
RPL39P16	
LIMS1	207198_s_at
LIMS1	212687_at
LIMS1	
CYP4A11	217319_x_at
CYP4A11	207407_x_at
CYP4A11	211231_x_at
CYP4A11	
NBPF11	213612_x_at
NBPF11	201104_x_at
NBPF11	201103_x_at
NBPF11	
CREB1	204312_x_at
CREB1	214513_s_at
CREB1	204314_s_at
CREB1	204313_s_at
CREB1	
PRKACB	202741_at
PRKACB	202742_s_at
PRKACB	
CAND2	213547_at
CAND2	
METTL21A	
LINC02022	
ALDH1L1-AS2	
CCDC54-AS1	
RPS29P9	
LINC01857	
NEPRO-AS1	
RNU6-664P	
PPP1R14BP2	
CCNYL1	
LINC00870	
INHCAP	
EIF1B-AS1	
